Age,Income,Employment_Type,Years_Employed,Loan_Amount,Loan_Term,Credit_History,Existing_Debt,Debt_to_Income,Previous_Default,Savings,Dependents,Property_Owned,Loan_Purpose,Risk_Label
44,1927610,Self-Employed,10,1295309,24,Bad,651233,0.3378446169896312,0,1041592,2,1,Personal,0
43,199141,Salaried,19,1137638,36,Good,628349,3.155281156159926,0,1343276,3,0,Personal,1
36,1694833,Salaried,9,447686,24,Good,121863,0.07190261701145953,1,796657,4,1,Personal,0
21,1669302,Self-Employed,0,1075799,24,Good,678556,0.4064906131481223,0,800101,4,0,Personal,0
42,1939822,Business,1,98320,24,Good,496758,0.2560841891244717,1,1195225,2,0,Personal,0
30,568625,Salaried,1,786400,24,Bad,286233,0.5033765603401884,1,1085063,0,0,Personal,1
32,1342471,Business,8,366205,12,Bad,101376,0.07551442413696524,1,1473682,5,0,Home,1
25,278056,Salaried,1,1893133,24,Good,560347,2.0152234973404735,0,462785,1,0,Home,1
26,1098080,Business,0,792488,180,Average,635567,0.5787979211005381,1,682568,4,0,Business,1
33,841384,Business,10,469139,120,Good,519777,0.6177635684020989,1,1424764,5,0,Education,0
24,1102469,Business,1,385441,60,Average,245014,0.22224096800819976,0,156498,4,1,Car,0
31,514583,Salaried,5,689430,12,Average,616024,1.1971301089812354,1,1100500,0,0,Personal,1
32,2081977,Self-Employed,6,1985502,180,Good,664468,0.31915226769927446,1,208786,3,1,Business,0
49,2058904,Business,0,1078400,60,Bad,139999,0.06799682355426792,1,880112,2,1,Personal,1
64,199973,Salaried,25,684122,24,Bad,760674,3.80386450238531,1,1048173,5,0,Business,1
30,2032584,Self-Employed,2,1645476,12,Average,225049,0.1107205848709894,0,1317191,1,1,Personal,0
26,867419,Salaried,4,1294380,60,Average,787609,0.9079903622236056,1,135832,3,1,Business,1
25,1774753,Business,4,1765499,12,Good,571107,0.32179502060567267,1,1384490,5,0,Education,0
64,2033722,Salaried,42,763708,120,Good,548884,0.26989122904151647,0,850538,4,0,Education,0
35,1486808,Self-Employed,3,1238554,120,Bad,569667,0.3831473982199462,1,770188,5,1,Education,1
39,1477133,Salaried,3,1892159,12,Bad,582004,0.39400893893174216,1,880179,5,1,Personal,1
47,1372078,Business,2,1620439,60,Bad,121999,0.08891543416960686,1,1163369,3,0,Business,1
50,1538897,Salaried,1,750336,24,Good,698956,0.4541925455748204,1,1305944,5,1,Personal,1
31,874950,Business,9,1171164,120,Average,63646,0.07274235928640575,1,265798,0,0,Education,1
62,275683,Self-Employed,19,682259,180,Average,536437,1.9458401648263954,0,1410822,5,0,Home,1
21,2107755,Self-Employed,0,1956039,60,Good,566956,0.2689855941579576,1,1455465,2,0,Personal,1
33,331830,Salaried,5,1515461,60,Good,165140,0.497662966992234,1,1189083,0,1,Business,1
46,681672,Self-Employed,14,656217,36,Good,600441,0.8808343589961756,0,75388,1,0,Business,0
28,1895767,Salaried,7,282601,12,Average,127834,0.0674312468614303,0,1082660,3,1,Home,0
44,1617618,Business,3,1761163,120,Good,162982,0.10075425671928928,0,298185,0,0,Car,0
38,354386,Self-Employed,3,1295129,60,Good,461792,1.3030726296393491,1,501174,1,0,Home,1
25,315246,Self-Employed,0,296242,24,Average,511083,1.6212144762678153,0,17633,0,0,Home,1
41,169104,Salaried,15,1166964,24,Average,540302,3.1950681529227403,1,1141154,3,1,Personal,1
27,1260234,Self-Employed,1,255768,60,Good,158285,0.12559959055255568,1,771148,4,0,Home,0
45,2185153,Salaried,2,1627222,180,Good,327252,0.14976152710518342,0,257681,2,1,Home,0
62,2118197,Salaried,38,1749752,24,Good,229104,0.10815986040965009,0,842186,3,0,Business,0
39,1464613,Salaried,9,1129583,60,Bad,694892,0.4744540199670357,0,1364973,3,1,Home,1
60,324451,Self-Employed,2,1377176,36,Average,555655,1.7125953916141679,0,1103200,2,1,Education,1
26,2285160,Self-Employed,3,166492,60,Bad,72240,0.03161265223763227,1,1375035,1,1,Personal,1
25,1467098,Salaried,4,699991,180,Good,165575,0.11285877776482706,1,1043445,3,0,Car,0
23,2446341,Salaried,1,301051,120,Average,649829,0.2656329327624674,1,713936,2,1,Business,0
54,391830,Self-Employed,29,365507,36,Bad,359687,0.9179646327115517,0,1224491,1,0,Car,1
56,2259980,Self-Employed,28,322670,12,Average,25592,0.011323989006987226,1,291126,1,1,Car,0
50,874296,Business,22,1355487,36,Good,68619,0.07848477119331303,1,308623,3,1,Education,0
28,2388115,Salaried,2,1853919,120,Good,98540,0.04126265223297361,1,859414,3,1,Car,0
60,2246453,Self-Employed,4,1612579,120,Average,193783,0.08626172625836095,1,18752,0,1,Business,1
50,2053460,Self-Employed,19,267029,12,Good,56273,0.02740397796695433,0,1307079,0,0,Car,0
36,130699,Self-Employed,5,584003,36,Good,19169,0.14666411629686305,0,518652,5,1,Home,0
56,1812128,Business,22,1842113,120,Good,522988,0.28860417773789837,1,1173057,0,0,Home,0
41,1985690,Salaried,8,1969424,60,Bad,448330,0.22578034548174916,1,389954,3,1,Car,1
43,138073,Salaried,3,1294625,60,Bad,233782,1.6931645349595144,0,614661,2,0,Business,1
42,1703246,Salaried,21,776331,120,Good,457828,0.26879718561077753,0,61929,3,1,Personal,0
62,407313,Business,34,241703,24,Bad,45033,0.11056089405225453,0,990669,5,1,Car,0
23,413894,Salaried,1,1565592,120,Average,78222,0.18898996122204906,0,636308,2,0,Personal,0
22,2142234,Salaried,1,1753377,36,Average,203981,0.09521877851869659,1,104211,1,0,Car,1
30,1043160,Self-Employed,1,910952,24,Bad,456956,0.4380493519217072,1,850741,0,1,Business,1
56,2379776,Self-Employed,15,743045,120,Bad,145788,0.06126120220508056,0,638387,2,0,Business,0
55,1088616,Business,5,1673064,60,Good,202380,0.18590560316438196,0,1490036,1,0,Home,0
28,1929377,Self-Employed,3,1770856,180,Bad,556110,0.2882327879762286,1,964163,4,0,Home,1
32,127967,Salaried,11,1307100,12,Good,729630,5.701659789947487,0,1213261,3,0,Education,1
38,1876124,Business,5,1478127,60,Good,471082,0.25109307748684123,0,60545,3,1,Personal,0
43,2216594,Self-Employed,1,1457753,12,Bad,366936,0.1655403896516955,1,250497,5,0,Business,1
31,1611633,Salaried,7,1254680,24,Good,693206,0.43012619490529486,0,1093512,2,1,Business,0
41,1370632,Self-Employed,13,187478,24,Bad,97359,0.07103214354243623,0,909711,3,1,Home,0
53,1739715,Salaried,16,1010612,120,Bad,427387,0.24566480965858795,0,434995,4,0,Home,0
56,1664613,Business,34,408918,12,Average,489626,0.29413786018860827,1,288859,5,0,Personal,0
34,675462,Salaried,4,1596236,180,Good,76373,0.11306762916695659,1,1241597,1,0,Business,0
47,1402789,Salaried,14,552420,60,Bad,154249,0.10995872511209803,1,1334742,1,1,Personal,1
59,1658112,Salaried,12,1776676,60,Average,321497,0.19389329919010345,1,1236180,4,0,Personal,1
38,822436,Business,12,706031,120,Good,262307,0.3189387150626735,1,1352144,2,1,Home,0
31,1304446,Salaried,4,560259,24,Average,644863,0.4943573790272813,0,1340020,1,0,Car,0
24,1849057,Salaried,3,1398207,24,Average,225019,0.121693857088312,0,1475153,2,0,Personal,0
61,937052,Business,37,1355129,24,Good,448532,0.47866235954636505,0,719401,4,0,Car,0
61,2220343,Salaried,8,1975544,60,Good,628864,0.2832281844615069,0,1244289,3,0,Business,0
49,424224,Self-Employed,9,664641,60,Bad,413497,0.9747115327950969,1,552959,3,1,Business,1
60,2439124,Self-Employed,27,1488454,12,Average,748321,0.3067989545431251,1,508679,2,0,Home,0
42,1847408,Business,14,1041120,120,Good,7099,0.003842679125196424,0,1467223,4,0,Home,0
39,1085188,Business,11,113936,36,Good,677974,0.6247520017250451,1,223332,4,1,Business,0
28,607510,Salaried,2,1528016,120,Average,269932,0.44432446490680827,1,1196179,4,0,Home,1
60,261214,Business,35,453082,24,Average,201139,0.7700132075110541,1,1028494,2,1,Car,1
27,1619698,Business,2,142601,24,Good,29956,0.018494794403157624,1,1286916,5,1,Business,0
52,1638087,Salaried,31,1927541,12,Average,421486,0.25730363692304686,1,603103,3,0,Education,1
37,2365854,Self-Employed,7,823887,60,Average,254311,0.10749221740132003,0,652184,0,1,Home,0
22,1658510,Self-Employed,1,796434,24,Bad,208432,0.1256741740030666,0,182051,5,1,Personal,0
24,1063693,Business,0,1551352,24,Bad,471256,0.443037189266838,1,123257,5,1,Home,1
30,1123171,Salaried,7,853585,12,Average,321909,0.2866070379247346,1,754444,4,1,Personal,1
52,232990,Business,15,1108079,36,Bad,191775,0.8231004631080171,0,981883,1,0,Education,1
31,1738702,Business,0,1550071,180,Bad,613777,0.353008535672855,1,26806,0,1,Car,1
45,190119,Salaried,13,1940427,36,Good,629720,3.312223858615611,1,470641,5,0,Education,1
50,1870740,Self-Employed,11,929903,60,Bad,84080,0.04494475718445258,0,1301367,4,1,Personal,0
55,2341599,Business,29,229830,24,Good,507942,0.21692090878032114,0,1386992,3,0,Car,0
61,426094,Self-Employed,17,1461220,60,Average,683404,1.6038770696675624,1,387732,5,0,Education,1
28,742893,Salaried,7,891965,120,Good,344710,0.4640096702894356,0,632543,2,1,Education,0
42,1226581,Self-Employed,10,1288360,60,Good,567829,0.4629360287367661,1,23387,4,0,Personal,1
33,2361281,Self-Employed,12,1078308,180,Average,643534,0.2725358512875633,0,317875,2,1,Home,0
51,604814,Business,18,1276134,36,Average,544855,0.900862247133421,0,422955,4,1,Home,0
42,1172330,Salaried,4,117260,120,Bad,66912,0.057076030574982665,0,256695,2,0,Home,0
39,988374,Business,6,154555,120,Average,261486,0.26456152776021247,0,795928,4,1,Education,0
28,1945977,Salaried,7,1032599,24,Good,415872,0.21370847974643084,0,55147,4,1,Home,0
23,2461991,Self-Employed,2,596015,12,Good,763711,0.31020043931905544,1,1143657,1,0,Personal,0
63,1760920,Self-Employed,9,739556,36,Good,692095,0.39303012457685493,1,760109,2,0,Personal,0
47,1769729,Business,8,1166271,12,Good,431116,0.24360552174625508,1,521608,3,1,Personal,0
56,1609493,Salaried,25,566409,24,Average,666165,0.413897162710765,1,691211,0,0,Personal,0
34,1546445,Self-Employed,8,332017,12,Average,564660,0.3651339910995922,1,1138040,3,0,Education,0
31,1860687,Business,2,795182,120,Average,791542,0.4254028617371639,1,447557,2,0,Home,0
57,744771,Business,3,1730403,36,Average,542601,0.7285464544853996,0,1163490,1,0,Car,0
57,2321044,Business,20,1178649,180,Average,588717,0.25364307887180126,1,104195,3,0,Education,0
40,1458486,Business,6,118099,60,Good,429276,0.2943296717762997,0,1012237,2,0,Education,0
44,606275,Salaried,23,1207655,12,Bad,16029,0.026438453773528887,0,1294929,2,1,Home,0
51,2146683,Business,27,1470178,12,Average,68926,0.032108125835008786,0,317650,5,1,Home,0
44,1210668,Business,11,1033581,120,Average,152889,0.12628472357019135,1,693221,4,1,Car,1
51,1905516,Self-Employed,3,1366189,180,Average,290998,0.15271341058620835,1,661616,0,0,Car,1
38,1529854,Self-Employed,16,396874,24,Good,418267,0.27340303492814677,1,1338106,2,0,Education,0
53,1621584,Business,5,1919059,12,Average,311955,0.19237659450475925,0,30447,2,0,Car,0
35,761147,Self-Employed,10,1082038,180,Bad,407688,0.5356225070551325,0,504409,4,1,Car,1
30,2383089,Business,2,1414940,36,Good,243306,0.10209685744138912,0,1142384,5,0,Car,0
26,2270224,Self-Employed,2,1706684,36,Good,477746,0.2104399343677389,1,1071860,2,0,Personal,0
62,931554,Self-Employed,25,787266,36,Average,587100,0.6302365399788525,1,1318719,4,1,Personal,1
40,889097,Business,4,1993907,36,Good,769605,0.8656019921313511,1,1336921,3,0,Personal,1
59,1697969,Salaried,34,1455568,12,Good,789271,0.46483212306460064,0,68920,3,0,Education,0
26,2224683,Business,3,1761672,60,Good,663070,0.29805131874908974,1,1115731,0,0,Car,0
56,2349655,Salaried,29,714917,60,Good,365446,0.15553170336423716,0,952246,3,1,Education,0
34,2365239,Self-Employed,9,536799,24,Bad,519349,0.21957560332143883,1,755678,1,1,Car,1
45,1594764,Self-Employed,5,1874299,36,Good,566088,0.3549664057086781,1,1144620,3,1,Education,0
63,778003,Business,17,855113,180,Good,366008,0.47044488203145485,0,933396,3,1,Education,0
53,1723546,Self-Employed,6,1850830,120,Average,407505,0.23643393536700769,0,115359,2,1,Home,0
40,371351,Business,14,1337087,60,Good,235718,0.6347562420560546,0,50601,1,1,Car,1
64,1804351,Self-Employed,13,1562760,12,Bad,413860,0.2293676621856489,1,1460537,4,0,Business,1
38,1983236,Business,2,299430,24,Average,427737,0.21567618998637075,0,1171364,0,0,Home,0
39,570930,Business,11,1704776,24,Good,661948,1.1594185637143544,0,1401256,0,0,Business,0
24,211006,Business,1,179350,60,Bad,688725,3.263991241996711,1,805878,0,1,Home,1
37,326487,Self-Employed,1,777067,36,Bad,678841,2.0792219009580752,0,280618,0,1,Home,1
59,165232,Salaried,16,510385,60,Bad,783301,4.740584507937276,0,312813,5,0,Personal,1
54,1499904,Salaried,9,1111716,36,Bad,388612,0.259091075768132,1,538645,0,1,Home,1
22,1758497,Salaried,1,670399,180,Average,406140,0.2309584656906064,0,1117862,5,0,Education,0
32,2287354,Salaried,9,198066,60,Average,190706,0.08337402808046848,0,624446,0,0,Education,0
52,400852,Business,19,1828841,12,Average,588158,1.4672660551374195,0,533571,5,0,Personal,0
42,1698638,Self-Employed,7,1719332,36,Good,525069,0.3091115887484039,1,114586,4,0,Business,0
61,2388185,Salaried,1,1180392,36,Average,677623,0.28373962497058436,0,275709,2,0,Car,0
28,997611,Business,0,493945,24,Good,41971,0.042071466662389784,1,18658,5,1,Education,0
59,2396787,Salaried,22,1449384,24,Bad,706938,0.29495224442044937,0,210097,2,1,Education,0
39,1394634,Salaried,11,1683865,120,Bad,180231,0.12923166276480944,1,122775,3,0,Car,1
48,2030947,Salaried,4,1360292,120,Bad,400455,0.19717639250241759,1,268854,0,0,Business,1
35,339055,Business,13,1398711,180,Bad,734417,2.166064013024397,0,1030697,3,0,Education,1
40,991877,Business,11,130257,24,Average,477958,0.48187176245465674,1,824143,2,0,Personal,1
23,2427697,Business,2,578423,60,Bad,371616,0.15307340534119154,0,775158,4,0,Car,0
52,399215,Self-Employed,10,796084,120,Bad,592131,1.4832346398941927,0,1088477,5,0,Business,1
39,2080584,Self-Employed,11,1441405,180,Good,372598,0.17908328667177742,1,1416207,0,0,Business,0
41,153691,Business,5,1296713,24,Good,550458,3.581565728860318,1,532726,2,0,Home,1
25,916184,Business,2,289968,24,Average,288963,0.31539809099690563,0,495384,3,0,Home,0
54,1430077,Salaried,4,1393714,180,Good,670396,0.46878282163630236,0,1146332,0,1,Car,0
58,1824581,Business,18,1360267,120,Average,606123,0.33219827883866004,1,1170808,2,1,Business,1
22,1613934,Business,1,1256123,36,Bad,412104,0.25534113827384625,0,308449,5,0,Education,1
23,1181339,Self-Employed,1,1861417,36,Good,429332,0.36342797162544227,0,645275,1,0,Car,0
53,965474,Self-Employed,17,1300617,12,Good,33866,0.03507703462026464,0,1153976,5,1,Education,0
37,2404139,Business,10,483934,60,Bad,294746,0.12259934945552256,1,1237715,4,0,Home,1
36,2123426,Salaried,7,1764423,60,Bad,262299,0.12352626202831554,0,123950,5,0,Home,0
29,158547,Business,0,595735,60,Bad,691958,4.364343921083836,1,1304766,2,0,Home,1
24,874105,Self-Employed,0,899710,120,Bad,579365,0.6628086296170029,1,112782,4,1,Education,1
55,2095608,Business,13,1284915,36,Average,475595,0.22694834771181074,1,1465744,0,0,Home,0
55,2268091,Self-Employed,12,1810462,12,Good,141521,0.062396498907451727,0,873093,2,0,Personal,0
47,703098,Business,26,526513,120,Average,146295,0.20807169402886364,1,465453,5,1,Home,1
34,1433379,Self-Employed,4,1173143,24,Bad,126498,0.08825154529852516,0,702098,5,1,Education,0
34,1932336,Self-Employed,8,296183,60,Bad,678743,0.35125498295587154,1,1372429,1,0,Home,1
58,2271061,Business,18,565693,120,Good,539570,0.2375848831956151,0,239017,2,0,Business,0
29,1960083,Self-Employed,6,1126941,60,Average,465982,0.23773572969321724,1,441416,2,0,Personal,0
39,1304141,Self-Employed,5,608516,12,Average,735036,0.5636165386898052,0,1473447,0,1,Education,0
50,1086920,Business,0,127175,12,Good,588595,0.5415250970401713,0,1357453,2,1,Business,0
55,611450,Business,13,175149,120,Bad,753704,1.2326482416416034,1,1251011,2,0,Home,1
24,1349787,Salaried,3,1375569,12,Bad,343912,0.2547896410399263,1,1416828,5,1,Car,1
42,977342,Self-Employed,15,1133868,12,Good,74813,0.07654733292201407,1,621424,5,1,Home,0
32,972746,Business,1,510244,120,Bad,574100,0.5901842925241609,1,705860,3,1,Home,1
57,1604738,Self-Employed,32,1171268,24,Good,460796,0.28714700646024055,1,1449160,4,0,Home,0
29,1214979,Business,2,845600,12,Good,312023,0.25681328087705146,0,1108447,0,1,Business,0
28,611862,Self-Employed,6,805111,120,Bad,223563,0.36538081237139686,1,137653,3,0,Car,1
35,1670184,Business,2,1911657,12,Good,127795,0.07651547583052176,1,88668,5,1,Car,0
60,2044914,Self-Employed,37,1718883,60,Good,553091,0.270471388786331,0,673590,3,1,Car,0
48,1676396,Self-Employed,2,1633957,12,Good,393409,0.23467531855521095,1,362455,1,0,Education,0
47,1966198,Self-Employed,8,1796688,120,Bad,687687,0.34975452637296633,1,1352790,5,1,Personal,1
26,2204504,Self-Employed,1,207584,24,Bad,348939,0.15828451284982342,0,291077,1,0,Education,0
47,1733447,Salaried,18,1970379,180,Bad,684393,0.3948159967879048,1,1465792,0,1,Car,1
49,1473324,Self-Employed,16,1980082,12,Average,226727,0.15388797447949365,1,73869,2,1,Home,1
40,322416,Self-Employed,12,1709580,60,Average,578533,1.7943625801369034,0,567344,5,0,Business,1
28,869971,Business,3,1081008,120,Average,409940,0.4712105676964316,0,265972,0,1,Business,0
62,2353706,Salaried,40,232024,60,Good,136535,0.058008494685192334,1,767524,0,0,Education,0
61,1620948,Business,38,361478,12,Average,546342,0.3370507030140985,1,546495,2,0,Personal,0
39,1845322,Self-Employed,12,1027022,24,Bad,314925,0.17066117964172126,0,708140,0,0,Education,0
60,1701074,Business,11,1865111,60,Good,602567,0.35422717987155183,1,191420,4,1,Business,0
32,2474476,Self-Employed,9,1853227,180,Good,658681,0.26618998681337513,0,867780,0,1,Home,0
47,767341,Business,22,1282541,60,Average,166892,0.21749363386860096,0,134832,3,0,Personal,0
38,1107073,Business,3,263981,36,Average,265888,0.2401718403647814,1,780926,3,1,Business,0
38,2215588,Business,14,60651,120,Average,99239,0.044791249640614754,1,865363,0,1,Personal,0
53,557625,Business,14,1506168,60,Average,323494,0.5801271820180551,1,333569,4,1,Education,1
61,1596402,Salaried,10,305948,120,Bad,521481,0.32665999750689517,1,861069,1,0,Car,1
29,1274424,Business,6,751979,180,Good,412755,0.3238754732526434,0,780741,2,0,Car,0
22,281445,Business,0,1235679,36,Good,224605,0.7980394107573033,1,203047,1,0,Car,1
37,2466920,Self-Employed,11,560370,12,Good,526570,0.21345231565988534,0,689984,4,1,Car,0
35,1861373,Salaried,0,1042382,180,Bad,643294,0.3456016899344248,1,1285016,0,1,Car,1
58,592501,Business,17,433395,36,Good,494178,0.8340528808341575,0,231496,4,0,Education,0
58,2017501,Self-Employed,33,1985135,36,Good,673218,0.3336888885364178,1,603291,3,1,Car,0
35,1499390,Salaried,6,132279,60,Average,15434,0.010293512499408092,1,719407,1,1,Car,0
56,1821243,Business,32,1862375,12,Bad,176806,0.09707979820386504,1,433819,4,1,Car,1
27,188803,Self-Employed,4,1976711,36,Average,748736,3.9656786932480244,0,699539,2,0,Home,1
49,1471099,Salaried,17,838443,60,Bad,509346,0.34623479029297805,0,1168810,2,0,Business,0
31,1678309,Self-Employed,4,1439959,36,Good,394145,0.23484636330594466,1,511603,3,0,Business,0
58,1698608,Self-Employed,4,878791,120,Good,675159,0.39747758312831266,1,360890,2,0,Home,0
31,321260,Self-Employed,3,827881,12,Bad,763034,2.375121785713174,0,833525,2,1,Education,1
47,1641466,Salaried,14,300100,180,Good,782877,0.4769373980713593,0,708521,4,1,Business,0
57,2225188,Salaried,34,995238,60,Bad,154245,0.06931770739474265,0,983825,3,0,Home,0
29,1456092,Salaried,3,805600,36,Average,59500,0.04086277456178967,1,167647,5,0,Personal,0
24,1577640,Self-Employed,0,183004,120,Average,532844,0.33774730753067395,1,786261,4,0,Personal,0
43,170098,Business,2,424313,12,Good,664929,3.9090706000623165,0,247199,4,1,Home,1
41,513574,Self-Employed,3,518466,36,Bad,624219,1.2154388356131043,0,156951,4,1,Car,1
55,682060,Business,33,601050,36,Good,144355,0.21164529272308488,1,694780,0,0,Car,0
55,1975227,Salaried,17,1592247,12,Good,599253,0.30338421691065537,0,177912,1,0,Personal,0
